x,216326,4211,3690,5426,2662,71384,5453,9703,11683,208908,2478,3385,57469,2708,6450551,5394,3062316,2187,25126798,60699,42611257,4114,123631,2123,176871,444795,2141,11525740,11626560,5311,644241,2094,387447,3902,3363,354624,60198,2719,17755052,23725625,2733526,45375953,10127622,11494412,24856436,11707110,16720766,176167,11625818,4261,17754438,24964624,9444,11717001,24978538,11656518,457193
5720,0.459210246,-0.085174425,1.659804551,0.05880879,0.269540569,0.171152502,0.259085161,-0.595343239,-0.332099051,0.114233308,-0.34638879,0.173754559,0.51731128,0.111862804,0.422534861,-0.036753601,1.380690605,0.59611323,0.019255958,-0.992442042,-0.065457558,0.163094866,-0.165990213,0.851586175,-0.325518953,0.024025813,-0.481848939,0.341541482,0.201136643,1.034051649,-0.291038596,0.118580065,-1.415243225,-0.381626275,0.24022495,1.251321636,0.507125005,0.068855287,0.372859119,0.216847004,0.225488458,0.914371828,0.394019355,-1.07811656,0.323670713,0.269240419,-0.23103273,-0.089873148,0.474377564,-0.162520341,-1.059806811,0.282728846,-0.530990694,-0.851462246,0.199873831,-0.415754994,0.352467418
55847,0.021282971,-0.399396128,0.385689486,-0.384278828,-0.122468925,-0.82821624,-0.314569622,-0.641201621,0.391219089,0.10030878,-0.064593386,0.117752157,-0.055651313,0.443370085,0.001072336,0.328437469,0.184024185,-0.139440651,-0.20591319,0.976042872,-0.199966078,0.303624973,0.20932036,-0.021326731,0.404645742,0.166081424,-0.180817604,0.455229171,-0.197416413,0.836847591,-0.265454104,-0.968699365,-0.488867742,0.303857886,-0.136967547,-0.392017379,-0.515525013,0.1226104,0.094347986,-0.171655266,-0.097548671,-0.718928206,0.079439316,-0.451937533,-0.085396188,0.185101025,-0.186445992,0.043815591,-0.093970222,0.452289274,0.109198942,-0.370090769,-0.212217324,-0.007686682,-0.265494682,0.176861264,1.868468344
25803,0.837785589,0.248415195,0.613995209,0.326563839,0.189808657,0.393782556,-0.178417098,-0.368946304,-0.438825222,0.273248244,0.045567135,0.264175189,0.095228439,-0.375320512,0.231500186,0.131727726,-0.005559008,-0.068285801,-0.142829649,-6.121995618,0.037645858,0.225114029,-0.252984035,0.158695926,0.0798283,-1.406496523,0.072091152,0.176946464,0.149923385,-6.2982644,-0.220772884,0.48564014,-5.277814226,0.057678107,-1.010379858,-2.692341924,-0.53004998,-0.06381426,0.796679204,0.01946223,-0.563665891,-0.376972043,-0.083433946,-0.282240318,0.243499127,-0.059363892,-2.502551487,0.168672905,-0.03462898,-1.836760636,0.040159754,-0.041607622,1.050271277,-0.311168693,0.190968279,0.096149169,-7.117193937
466,2.125286176,-0.559973384,0.41326488,-0.271758451,-0.815783999,0.437155917,0.048972089,-0.394940054,-0.119479214,0.596215849,-0.084345105,-0.177979894,0.393817534,-0.505102901,-0.068573087,-0.181045187,-0.145695943,0.610379965,-0.02389788,-3.173403944,-0.039469416,0.034824162,0.07825273,0.448806754,0.081689633,0.19567391,-0.189848041,0.132346077,-0.164226833,-2.188187819,-0.021004158,0.034316469,0.048545096,0.281070074,-0.477963068,-1.883581817,0.526050001,0.090005575,0.351330795,0.004751611,0.255913014,2.832767973,0.150518584,-0.502065693,-0.161667852,-0.094742519,-0.166874364,-0.47335069,-0.037111274,-0.167777074,-0.637510057,0.419907031,-0.277303552,-0.110193913,0.123101117,-0.130332394,-3.552963972
6009,0.295946237,0.916016368,0.400226956,-0.057198061,-0.216857942,-0.324582636,1.128458793,-0.989345997,0.168061198,0.454280458,-0.010368303,0.105112862,-0.008020509,-0.436917835,0.030160636,-0.201514757,-0.273177781,0.005519486,-0.273924118,-0.743456131,-0.248986747,-0.442162922,-0.178494075,0.321543441,-0.075915361,-0.242062543,-0.614510396,0.225906195,-0.313479366,0.178872284,-0.399711803,-0.211293917,1.511797313,-0.366415267,-0.455243282,-2.132003307,1.43204999,-0.035756455,0.216784045,0.029735459,-0.460604254,0.296798559,-0.309317782,0.337392909,-0.133842278,-0.297659034,0.273302792,-0.296278979,-0.505043467,-0.086881852,-0.447815255,0.06714227,0.693885212,0.02179228,0.132196443,0.01312354,-1.245232105
3480,-0.430606229,-0.074393624,-0.323837596,-0.011333683,0.190255886,0.50493224,-0.990126719,-0.244027261,-0.64395141,-0.032550393,-0.413848013,-0.443863921,0.052217362,-0.562158713,-0.488187388,-0.753999678,-0.354666527,-0.697303983,0.215882051,-4.617955892,-0.079309399,-0.158121395,-0.157465979,-0.211577474,-0.066520985,-0.31442804,-0.241181191,0.016155017,0.337606159,-2.924771848,0.082005513,0.057431513,0.291026315,-0.020015558,0.186288126,1.355753899,0.080999985,-0.02138239,0.424137252,-0.158901813,0.314918685,-0.044385241,-0.115013602,-0.247272572,0.116785169,-0.315522727,0.661725712,-0.489326659,-0.400551666,0.172086598,-0.204147986,0.288252937,-0.325238662,0.275323289,-0.285897515,0.30719859,-4.66354537
2309,0.005374096,0.236697921,1.216990433,-0.194307876,0.209411789,-0.47361755,-0.238344102,-0.009244713,-1.548159677,0.069761902,0.037952358,0.290500891,0.374254989,-0.435313067,0.026717573,-0.466725593,0.256369939,-0.202241932,-0.009758419,-3.274013135,0.22016179,-0.085234723,-0.349431868,0.351801333,-0.522979618,1.187164505,0.033746934,-0.360395188,0.427654972,1.216241363,-0.597476999,0.712028308,1.98805592,-0.258230033,0.435647413,-0.245334581,-0.289225012,-0.077968768,0.506953138,0.078380982,0.190347881,0.113685135,-0.161318122,-0.941867911,0.010077283,-0.110262778,-0.473233064,-0.358139618,0.383765096,0.570574898,-0.501818553,0.699126122,0.367321964,-0.063563348,0.315902282,0.054762372,-6.071592927
2946,-1.036796525,-0.85639386,-0.991604295,0.008763045,0.800163018,-0.44612769,-0.453051991,-0.154860188,0.288805978,-0.146280128,-0.329748614,-0.569506708,-0.238184282,0.115297719,-0.108999588,0.019505185,0.031362088,-0.026952458,-0.098923006,0.676096431,-0.054816529,0.158776717,0.04482261,-0.480542039,0.118605359,0.084487245,-0.151803346,-0.107915131,-0.138267076,0.289981421,0.390710061,0.475696627,1.974454008,0.143971994,0.324452937,0.479452521,-0.638375014,-0.18748517,-0.444189711,-0.05792835,0.465671337,-0.314335433,0.401500797,-1.906812711,-0.258348127,-0.486198244,0.13623403,0.116072071,-1.126003046,-0.027945842,0.273534628,-0.751110907,-1.046115354,-0.189486936,0.701242723,-0.377468718,1.446022987
387,0.453266276,0.27034078,0.310236085,0.152457514,0.271088428,-0.72931847,0.897770568,-0.342324685,-0.203269829,0.186833599,0.18665336,-0.18504048,0.306575672,-0.120839346,-0.099061593,-0.169525322,0.058021391,0.222256065,0.173487176,0.823044765,0.041354188,0.191381946,-0.095742343,0.022583074,-0.121551819,0.045202156,-0.013312252,-0.222997813,0.069666869,0.488307334,0.029118364,-0.676524931,-0.404757036,-0.161933792,-0.73141624,-0.205371886,0.120100006,-0.086186022,-0.213257261,0.072242726,0.013336283,-0.0006131,0.254001738,0.058744042,-0.009543373,0.132211312,-0.703811613,0.293616822,-0.117617864,-0.26100001,0.149564704,-0.130614843,-0.197077219,-0.128238814,-0.300196711,0.341748418,0.677400529
